u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
Tracey Rose,wellesleytales,03/03/2019,@drmarkporter @bendean1979 @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 @keithgrimes Agree needs to be wide ranging discussions but as there is wide spread belief that delivery model in primary care needs to change - let’s make that happen 2/2,0.06666666666666667,Negative,0.43333333333333335,965,1,2,"Dr Mark Porter (drmarkporter), ben dean (bendean1979), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Keith Grimes (keithgrimes)"
Tracey Rose,wellesleytales,03/03/2019,@drmarkporter @bendean1979 @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 @keithgrimes Pretty certain our opinions aren’t that far apart in this but if you ever want sensible PPV opinion happy to oblige 1/2,0.3410714285714286,Neutral,0.8928571428571428,965,0,0,"Dr Mark Porter (drmarkporter), ben dean (bendean1979), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Keith Grimes (keithgrimes)"
Dr Farah Jameel,DrFJameel,03/03/2019,"@NHSCCIO @babylonhealth @DrMurphy11 @bendean1979 @behr_dr @Phil_Koczan That’s interesting Simon. When I have asked this question through various relevant fora, I’ve been categorically told the product (Symptom checker) is the same, the user interface for NHS patients &amp; private patients is different. Can @GPatHand @babylonhealth confirm please.",0.15,Negative,0.5,3090,0,8,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979), Dr Jon Behr (behr_dr), Phil Koczan (Phil_Koczan), Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
Andrea Manca,amancayork,03/03/2019,"@amibanerjee1 @DrMurphy11 @NHSCCIO @babylonhealth @MHRAdevices @MHRAgovuk @bengoldacre Importantly, @NICEcomms has just issued some guidance on evidentiary standards for digital health technologies   https://t.co/wlVb5YhJl3",0.2,Negative,0.5,733,0,1,"Ami Banerjee (amibanerjee1), Dr Murphy (DrMurphy11), Simon Eccles (NHSCCIO), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), MHRAgovuk (MHRAgovuk), ben goldacre (bengoldacre), NICE (NICEcomms)"
Andrea Manca,amancayork,03/03/2019,@amibanerjee1 @DrMurphy11 @NHSCCIO @babylonhealth This is also caused by the current regulatory framework for medical devices.  The new EU directives will have a major impact on clearing this mess. @MHRAdevices @MHRAgovuk @bengoldacre.,0.004772727272727273,Negative,0.3059090909090909,733,0,2,"Ami Banerjee (amibanerjee1), Dr Murphy (DrMurphy11), Simon Eccles (NHSCCIO), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), MHRAgovuk (MHRAgovuk), ben goldacre (bengoldacre)"
ben dean,bendean1979,03/03/2019,@iDrSunny @DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr Worst search engine for healthcare? Or maybe google without the grey cells?,-0.525,Negative,0.55,5045,0,1,"Dr Sandeep Bansal (iDrSunny), David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr)"
Dr Sandeep Bansal,iDrSunny,03/03/2019,"@bendean1979 @DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr I think marketing and messaging should be changed to: best search engine for healthcare or something to that effect rather than diagnostic or as good as a GP maybe. That’s just my suggestion, I’m sure others can think of far better.",0.56,Neutral,0.6577777777777778,1804,0,0,"ben dean (bendean1979), David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr)"
Dr Jon Behr,behr_dr,03/03/2019,@babylonhealth @DrMurphy11 @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock Hazard log publication would be more interesting.,0.5,Neutral,0.5,121,0,0,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Dr Jon Behr,behr_dr,03/03/2019,"@babylonhealth @DrMurphy11 @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock Again, this safety standard is essentially self declaration, with no requirement to produce robust statistical analysis of the product being used.",0.0,Negative,0.15,121,0,0,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
ben dean,bendean1979,03/03/2019,@DrMurphy11 @WhiteAero @babylonhealth @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock @MHRAdevices @CareQualityComm So it seems Babylon are admitting their general symptom checker has not been cleared as safe by anyone. Oh deary me.,0.275,Neutral,0.5,5045,0,0,"Dr Murphy (DrMurphy11), S P P Whiteley (WhiteAero), Babylon (babylonhealth), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock), MHRA Devices Safety (MHRAdevices), Care Quality Commission (CareQualityComm)"
danny,irishbillows,03/03/2019,"@drmarkporter @bendean1979 @wellesleytales @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 @keithgrimes Good intentions are irrelevant. No one develops faulty medical equipment deliberately

When faulty equipment is identified its withdrawn from use. Its unfathomable that anyone can justify the continued use of babylon chatbot given the current state its in
https://t.co/7S274IeIrG",0.04999999999999999,Negative,0.5,247,0,1,"Dr Mark Porter (drmarkporter), ben dean (bendean1979), Tracey Rose (wellesleytales), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Keith Grimes (keithgrimes)"
Dr Murphy,DrMurphy11,03/03/2019,"@WhiteAero @babylonhealth @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock I hadn't realised, but it appears Babylon Quality Control is the responsibility of @DrMurphy11...

#eHealth #Negligence
@MHRAdevices @CareQualityComm @MattHancock @NHSCCIO 
https://t.co/lSPZtMlOI4",0.0,Negative,0.0,4052,1,1,"S P P Whiteley (WhiteAero), Babylon (babylonhealth), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock), Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Care Quality Commission (CareQualityComm), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
"Don’t bottle it now, a GE is what we aim for...",RichardJohnWes2,03/03/2019,Is it just me or does Babylonhealth sound as dodgy as fuck? https://t.co/enKBOrq1c1,0.0,Negative,0.5,246,1,0,
ben dean,bendean1979,03/03/2019,@iDrSunny @DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr It's kind of irrelevant as something so deeply flawed should not be being tested live in this manner.,-0.06590909090909092,Negative,0.725,5045,0,1,"Dr Sandeep Bansal (iDrSunny), David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr)"
maxblunt,maxblunt,03/03/2019,@NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 This should be done in-house.,0.0,Negative,0.0,1685,0,2,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
LadyDevushkaSW#NHS#GTTO,irisstylosa,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 Because you are giving this official credibility.
Very irresponsible &amp; questionable professional integrity imo.",-0.06666666666666667,Negative,0.46666666666666673,6718,0,4,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Mark Barley,Chronotrope,03/03/2019,@quartered_onion @kieran_walshe @babylonhealth Is your friend @MattHancock ?,0.0,Negative,0.0,353,0,0,"Marc Chikhani (quartered_onion), Kieran Walshe (kieran_walshe), Babylon (babylonhealth), Matt Hancock (MattHancock)"
Dr Mark Porter,drmarkporter,03/03/2019,@bendean1979 @wellesleytales @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 I’m not adversarial. I do believe @keithgrimes et al have best intentions for tech they’re developing. But there are £100s of millions at stake and others have vested interest in pushing tech hard. Media role is to shine light - warts and all improves accountability. And product.,0.36944444444444446,Neutral,0.5138888888888888,12747,0,2,"ben dean (bendean1979), Tracey Rose (wellesleytales), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Keith Grimes (keithgrimes)"
Dr Sandeep Bansal,iDrSunny,03/03/2019,@DrDavidWarriner @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 I would believe them in this. It feeds into their analytics and product development and also it keeps a lot of the feedback out of public domain. So it makes sense that they are,0.0,Negative,0.06666666666666667,1804,0,1,"David Warriner (DrDavidWarriner), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Wendy Errington,w_errington,03/03/2019,@babylonhealth @DrMurphy11 @NHSCCIO @MattHancock As an NHS patient &amp; mam of a jnr dr (who has spent years and years training ) - then this is a farce. Criminal I’d say! Absolutely disgraceful.,-0.2,Negative,0.5125,1017,0,0,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Larissa Lopez,LarissaMVLopez,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 This is an outrageous tweet, Simon. Wrong on so many levels 
 Please reconsider.",-0.3333333333333333,Negative,0.7999999999999999,60,0,3,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Tom Pink,turdish,03/03/2019,@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 Is that an argument? You sound suspiciously like someone with equity to lose!,0.5,Neutral,0.4,62,0,2,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
WillyWhite,ooWillyWhite,03/03/2019,"@HelenRSalisbury @babylonhealth Here we go again, self interested doctor hyper-inflating issues with future of health care, do you think it may be more useful to help solve the issues with the future of health care?",0.21000000000000002,Neutral,0.25,22,0,0,"Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth)"
HoratioPostlethwaite,BigGingerYeti,03/03/2019,"@scotland4bernie @kieran_walshe @doctor_oxford @babylonhealth I agree, it's not a replacement for a doctor or a diagnosis.",0.0,Negative,0.0,39,0,0,"Scottish DemSocialist (scotland4bernie), Kieran Walshe (kieran_walshe), Rachel Clarke (doctor_oxford), Babylon (babylonhealth)"
Daniel Bayley,DanielBayley80,03/03/2019,"@amibanerjee1 @NHSCCIO @babylonhealth You also quoted out of context. 
The first point made was this is NOT being used in the NHS. The bits that are used in the NHS have been through the NHS clinical safety process. More than can be said for much of what goes on in the NHS.",0.31666666666666665,Neutral,0.3444444444444444,806,0,1,"Ami Banerjee (amibanerjee1), Simon Eccles (NHSCCIO), Babylon (babylonhealth)"
João Pereira,NSMyself,03/03/2019,@aligatr @babylonhealth @Babylon_Eng Welcome Olivier! 🌟✨🙌,1.0,Positive,0.9,503,0,2,"Olivier Halligon (aligatr), Babylon (babylonhealth), Babylon Engineering (Babylon_Eng)"
Lillie Wylde,WyldeLillie,03/03/2019,The @babylonhealth chatbot seems to have an obsession with osteoporosis! 🤨🤨 https://t.co/EXPUXIqM7w,0.0,Negative,0.0,16,0,0,Babylon (babylonhealth)
P. F. Anderson,pfanderson,03/03/2019,@AmeenKam @kieran_walshe @dr_shibley @babylonhealth Thanks!,0.25,Neutral,0.2,12295,0,1,"Dr Ameen Kamlana (AmeenKam), Kieran Walshe (kieran_walshe), dr shibley rahman (dr_shibley), Babylon (babylonhealth)"
Dr Ameen Kamlana,AmeenKam,03/03/2019,"@pfanderson @kieran_walshe @dr_shibley @babylonhealth Thanks P! Here's a link to my short article from last August, in which I elude to what is genuinely ""extraordinary"" - the corporate capture of what once was a public service, which is entirely lacking from mainstream discourse:
https://t.co/C3O6V2brSL",0.08333333333333333,Negative,0.32261904761904764,1418,2,3,"P. F. Anderson (pfanderson), Kieran Walshe (kieran_walshe), dr shibley rahman (dr_shibley), Babylon (babylonhealth)"
ben dean,bendean1979,03/03/2019,@wellesleytales @drmarkporter @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 Calling for withdrawal of dangerous inept tech is not adversarial shaming. Embracing dangerous technology helps no one.,-0.6,Negative,0.9,5045,0,0,"Tracey Rose (wellesleytales), Dr Mark Porter (drmarkporter), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
David Warriner,DrDavidWarriner,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 No one’s “going after” anyone. It’s called evidence based medicine, from a robust scientific trial, which is subject to peer review. Which Babylon feels it doesn’t need.",-0.16666666666666666,Negative,0.3333333333333333,5177,2,7,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
David Warriner,DrDavidWarriner,03/03/2019,@NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 And you believe them?,0.0,Negative,0.0,5177,0,1,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Marc Chikhani,quartered_onion,03/03/2019,@kieran_walshe @babylonhealth If you spot or fix diagnostic failings and help improve the app do you get a share of the dividends? Just asking for a friend.,0.0,Negative,0.0,370,0,0,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth)"
Jamie Fryer,DrJamieFryer,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 That is the moral equivalent of telling someone campaigning against racism that they should be going after sexism instead as 'some would say'  that is worse.

I hope you can see that.",-0.2,Negative,0.425,503,0,5,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
ben dean,bendean1979,03/03/2019,@wellesleytales @drmarkporter @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 How about decent regulation which prevents inept dangerous tech putting patients at risk?,-0.21666666666666667,Negative,0.7833333333333333,5045,0,0,"Tracey Rose (wellesleytales), Dr Mark Porter (drmarkporter), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
P. F. Anderson,pfanderson,03/03/2019,@AmeenKam @kieran_walshe @dr_shibley @babylonhealth Link to your post or article? Thanks!,0.25,Neutral,0.2,12295,0,1,"Dr Ameen Kamlana (AmeenKam), Kieran Walshe (kieran_walshe), dr shibley rahman (dr_shibley), Babylon (babylonhealth)"
Grant Ingrams,gji1964,03/03/2019,@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 Simon for the first time in ages I am speechless. If this was a new surgical technique would you be happy to endorse its use despite proven patient harm just because they were “continuously trying to make it better and safer”? This is IT quackery😡,0.4215909090909091,Neutral,0.571969696969697,873,4,12,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Tracey Rose,wellesleytales,03/03/2019,"@drmarkporter @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 @bendean1979 So lets end adversarial shaming, engage in sensible collaboration, embrace innovation, which will ultimately drive for benefit of patients &amp; medics alike",0.0,Negative,1.0,965,0,3,"Dr Mark Porter (drmarkporter), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Dr Mark Porter,drmarkporter,03/03/2019,@wellesleytales @behr_dr @NHSCCIO @babylonhealth @DrMurphy11 @bendean1979 That is an understatement 😔,0.0,Negative,0.0,12747,0,0,"Tracey Rose (wellesleytales), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
John Ward,wardj73,03/03/2019,@NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 You do realise you're advocating testing what is essentially a medical device on patients before it has been shown to be safe? Are you being paid by them or something?,0.25,Neutral,0.25,35,6,11,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
ben dean,bendean1979,03/03/2019,@wellesleytales @behr_dr @NHSCCIO @drmarkporter @babylonhealth @DrMurphy11 Sure. However in this case the technology is clearly so poor it should be withdrawn.,0.04999999999999999,Negative,0.7444444444444445,5045,0,0,"Tracey Rose (wellesleytales), Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Dr Mark Porter (drmarkporter), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
Tracey Rose,wellesleytales,03/03/2019,@behr_dr @NHSCCIO @drmarkporter @babylonhealth @DrMurphy11 @bendean1979 Not defending errors or oversights but fact these are out in open and can be discussed in this forum and therefore can lead to improvement and change is completed at odds with what happens when medical misdiagnosis occur - GMC process is neither quick nor easy nor transparent?,0.19166666666666665,Negative,0.45833333333333337,965,0,2,"Dr Jon Behr (behr_dr), Simon Eccles (NHSCCIO), Dr Mark Porter (drmarkporter), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Dr Mark Porter,drmarkporter,03/03/2019,"@wellesleytales @NHSCCIO @babylonhealth More helpful online. Past mistakes must not put you off, but we must learn from them. And, at the very least, that means careful scientific appraisal / validation BEFORE diving in with both feet. But guess what? Hype and rhetoric are driving adoption again. May be right, but...",0.009142857142857137,Negative,0.5611428571428572,12747,0,0,"Tracey Rose (wellesleytales), Simon Eccles (NHSCCIO), Babylon (babylonhealth)"
Dr Jon Behr,behr_dr,03/03/2019,"@wellesleytales @NHSCCIO @drmarkporter @babylonhealth @DrMurphy11 @bendean1979 There is misdiagnosis (obviously always unfortunate) and then there is utter ineptitude. If a GP had acted in the same way as this bot in the vast majority of the videos posted, it would be very difficult to defend to GMC. We are not dealing with intricate medical concepts here.",-0.16428571428571428,Negative,0.6607142857142857,121,0,4,"Tracey Rose (wellesleytales), Simon Eccles (NHSCCIO), Dr Mark Porter (drmarkporter), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Priscila Lora,priscilaslora,03/03/2019,@marcus_baw @colinbro @psmedic @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 @rcgp @RCPInformatics @ukfci Maybe in a perfect cenario inovations in Health Care are shared. Unforntally in my reality this isn't a Common sense.,0.35,Neutral,0.75,33,0,0,"Dr Marcus Baw (marcus_baw), Colin Brown (colinbro), Dr Pranev Sharma (psmedic), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979), RCGP (rcgp), Health Informatics Unit (RCPInformatics), UKFCI (ukfci)"
Dr Mark Porter,drmarkporter,03/03/2019,@wellesleytales @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 Progress requires criticism (highlighting errors) AND collaboration. I have no doubt harnessing AI is the future but am wary of false IT dawns that have cost NHS dear in the past. https://t.co/3LphmoKnXA,-0.28750000000000003,Negative,0.41874999999999996,12747,1,8,"Tracey Rose (wellesleytales), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
ben dean,bendean1979,03/03/2019,@wellesleytales @drmarkporter @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr Nonsense. Less criticism? To ignore such dangerous ineptitude? Awful idea.,-0.44166666666666665,Negative,0.6166666666666667,5045,0,1,"Tracey Rose (wellesleytales), Dr Mark Porter (drmarkporter), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr)"
Tracey Rose,wellesleytales,03/03/2019,"@drmarkporter @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 Less criticism &amp; more collaboration needed then - digital age is here &amp; even medics need to embrace it
And major flags are not immune from being missed either - my personal experience is proof of that but this is not forum for full disclosure",0.12430555555555556,Negative,0.3194444444444445,965,0,0,"Dr Mark Porter (drmarkporter), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Dr Mark Porter,drmarkporter,03/03/2019,@wellesleytales @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 Absolutely. But the flaws in the chat bot miss major red flags for heart attacks and cancer (breast and lung) that should ring alarm bells for everyone - not just medics. Basic stuff (and not much in medicine is so basic).,0.027083333333333334,Negative,0.3083333333333333,12747,2,9,"Tracey Rose (wellesleytales), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Alan Woodall #FBPE #Peoplesvote,DrAlanWoodall,03/03/2019,@DrMurphy11 @babylonhealth @NHSCCIO @MattHancock Babylon - the Ratner’s of the private healthcare market.,0.0,Negative,0.375,781,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Richard Montgomery,Richard16066527,03/03/2019,@kieran_walshe @doctor_oxford @babylonhealth Because algorithms work so well in other public service provider applications? Algorithms = orders of magnitude less complex than real life.,-0.07833333333333331,Negative,0.2416666666666667,111,2,0,"Kieran Walshe (kieran_walshe), Rachel Clarke (doctor_oxford), Babylon (babylonhealth)"
Ami Banerjee,amibanerjee1,03/03/2019,"@MancunianMEDlC @tumtumtum @NHSCCIO @babylonhealth I cannot comment on an individual case. Where mistakes are made by any health professional, we have to be accountable. A named consultant and a team are responsible for a patient's care. I am unclear how unsafe and untested technologies will lead to more accountability?",0.2,Negative,0.3875,1654,0,0,"SOCIALIZED MEDICINE (MancunianMEDlC), tumtumtum (tumtumtum), Simon Eccles (NHSCCIO), Babylon (babylonhealth)"
Andy Hills,drandyhills,03/03/2019,@lynn_laidlaw @kieran_walshe @drphilhammond @babylonhealth Agree that clinical trial is the way forward. Couldn’t be blinded obviously. If Babylon haven’t done that then they should. But I am not against testing it in principle. Best wishes,0.5,Neutral,0.4,165,1,1,"Lynn Laidlaw (lynn_laidlaw), Kieran Walshe (kieran_walshe), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth)"
Henry Nash,gasdoc1982,03/03/2019,@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 Is this the standard the NHS will be advising the GMC/NMC to take? Trying to improve and safer than anti-vax?,0.0,Negative,0.0,25,0,2,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Tracey Rose,wellesleytales,03/03/2019,@NHSCCIO @drmarkporter @babylonhealth @DrMurphy11 @behr_dr @bendean1979 GPs are not immune from misdiagnosis either,0.0,Negative,0.0,965,0,2,"Simon Eccles (NHSCCIO), Dr Mark Porter (drmarkporter), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Chemical in eye: When did you last poop?,0.0,Negative,0.06666666666666667,449,0,1,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Ami Banerjee,amibanerjee1,03/03/2019,"@tumtumtum @MancunianMEDlC @NHSCCIO @babylonhealth This is a ludicrous analogy and totally ignorant of supervision and training of doctors, junior and senior. Patient safety is the same whether in diagnosis, treatment, or prognosis.We need informed debate please, by people with healthcare rather than boardroom experience.",0.0,Negative,0.4375,1654,0,0,"tumtumtum (tumtumtum), SOCIALIZED MEDICINE (MancunianMEDlC), Simon Eccles (NHSCCIO), Babylon (babylonhealth)"
DrGandalf,drgandalf52,03/03/2019,"@NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 So @NHSCCIO can you clarify? 

As your tweets read as #nhs data officer, personally you are endorsing a private company using a potentially unsafe  tech solution on patients about their health and justifying it by saying it not as bad as other quackery...?",-0.16499999999999998,Negative,0.5433333333333333,2929,5,13,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979), Simon Eccles (NHSCCIO)"
Adam Borowski,DocBorowski,03/03/2019,"@DrMurphy11 @babylonhealth @NHSCCIO @MattHancock How do they get it so wrong, so often?",-0.5,Negative,0.9,246,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Prakash Kachhala,pkonline84,03/03/2019,"@babylonhealth @DrMurphy11 @NHSCCIO @MattHancock Well they don't really do much else do they! They don't do normal GP work - bread and butter nitty gritty. They don't hold the hand of a dying cancer patient, or a distressed new mum.",0.1340909090909091,Negative,0.5136363636363636,593,0,0,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Harry Claireaux,harryclax,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 I would consider your position after this comment, Sir.",0.0,Negative,0.0,609,0,5,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Bristol stool chart first for EVERYTHING! 

Chest pain: when did you last poop?

Leg hanging off: would you describe your poo as hard or soft?",0.03020833333333333,Negative,0.32291666666666663,468,0,3,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Bristol stool chart first for pile diagnosis?,0.25,Neutral,0.3333333333333333,449,0,2,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
