,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
204,Matthew Rudy Jacobs,matthewrudy,11/03/2019,"So in 4 weeks I’m starting work at @babylonhealth as they double the size of their dev team, and take the product global.

Should be fun.

https://t.co/ph7hOMvT9d",0.075,Negative,0.07500000000000001,1075,0,17,Babylon (babylonhealth)
205,david oliver,mancunianmedic,11/03/2019,@YourMrBumbles @kieran_walshe @MattHancock @babylonhealth @DHSCgovuk @DrMurphy11 i don't but that is not an accusation i would be levelling in any case. MPs including cabinet ministers have to register any commercial interests. I simply think he is somewhat overenthusiastic about technology and Babylon are very good self promoters and caught his attention,0.3033333333333333,Neutral,0.3790476190476191,16825,0,1,"David (YourMrBumbles), Kieran Walshe (kieran_walshe), Matt Hancock (MattHancock), Babylon (babylonhealth), Department of Health and Social Care (DHSCgovuk), Dr Murphy (DrMurphy11)"
206,Val Dobson,ValDobson,11/03/2019,"@meloncarrier @zeno001 @babylonhealth No pancreatic cancer? That's one of the diagnoses I got when I googled ""pain in abdomen"". 😳",0.0,Negative,0.0,555,0,0,"Bex (meloncarrier), (((Alan Henness))) (zeno001), Babylon (babylonhealth)"
207,Tim Trebble,timtrebble,11/03/2019,@kieran_walshe @babylonhealth Are we saying that IT in general and AI in particular may have value in decision support for clinicians in managing patients with complex presentations. But it may be too early to consider wholesale substitution of human beings by computer programs?,0.0033333333333333383,Negative,0.3266666666666667,138,0,2,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth)"
208,Indi-Adam Jones,adamrobertjones,11/03/2019,@abookclubof1 @kieran_walshe @JonAshworth @babylonhealth I’ve had surgeons about to operate in me ask the same question! #truth #haemophilia,0.0,Negative,0.125,662,0,1,"Simon Fletcher (abookclubof1), Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
209,Lindsay 🏳️‍🌈,LindsayPB,11/03/2019,"@kieran_walshe @JonAshworth @babylonhealth Current ""AI"" doesn't merit the name. It's a pattern recognition bot and that's it, and horribly prone to the designer's bias creeping in.",-0.5,Negative,0.7,5615,0,1,"Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
210,RoughRabbit,RabbitRough,11/03/2019,@dthroat @kieran_walshe @drphilhammond @babylonhealth Isn’t he completely wi-fi?,0.1,Negative,0.4,80,0,0,"derek thrower (dthroat), Kieran Walshe (kieran_walshe), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth)"
211,OFUCLeaveEU,JihadiPig,11/03/2019,@kieran_walshe @JonAshworth @babylonhealth Has anyone has ever answered ‘I don’t know’ to this... https://t.co/JeoiucGsFM,0.0,Negative,0.0,398,0,1,"Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
212,vanessa frank,vanessafrank3,11/03/2019,@kieran_walshe @JonAshworth @babylonhealth Surely it has to get @NICE approval?,0.55,Neutral,0.9444444444444444,457,0,0,"Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
213,Simon Fletcher,abookclubof1,11/03/2019,"@kieran_walshe @JonAshworth @babylonhealth Hey it's about as accurate as some House Officers I've known. 😉 seriously, I've known a house officer ask a person with haemophilia, ""how long have you had a bleeding disorder?""",0.005555555555555587,Negative,0.5666666666666668,225,0,0,"Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
214,vanessa frank,vanessafrank3,11/03/2019,@kieran_walshe @JonAshworth @babylonhealth Dies this thing have to pass NICE approval or similar?,0.3,Neutral,0.7,457,0,0,"Kieran Walshe (kieran_walshe), Jonathan Ashworth (JonAshworth), Babylon (babylonhealth)"
215,(((Cllr Neil Nerva)))🇪🇺,redstarneil,11/03/2019,@kieran_walshe @hammersmithandy @babylonhealth @sarahwollaston further info for a @CommonsHealth  E GP investigation ?,0.0,Negative,0.5,2068,2,0,"Kieran Walshe (kieran_walshe), Andy Slaughter (hammersmithandy), Babylon (babylonhealth), Sarah Wollaston MP (sarahwollaston), Health and Social Care Committee (CommonsHealth)"
216,David,YourMrBumbles,11/03/2019,@mancunianmedic @kieran_walshe Do we know if Matt the App @MattHancock has declared any hospitality or emoluments from @babylonhealth either before or after becoming SoS for @DHSCgovuk His pronouncements have appeared deeply unprofessional from Day 1 @DrMurphy11,0.225,Neutral,0.625,2881,0,0,"david oliver (mancunianmedic), Kieran Walshe (kieran_walshe), Matt Hancock (MattHancock), Babylon (babylonhealth), Department of Health and Social Care (DHSCgovuk), Dr Murphy (DrMurphy11)"
217,David,YourMrBumbles,11/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock Appendix can’t regrow though recurrent (stump) appendicitis is recognised due to incomplete appendicectomy https://t.co/I9xyO7X9p0 What @babylonhealth aren’t incorporating is evidence of adhesion/obstruction frequent cause of abdominal pain after previous Sx,-0.06388888888888888,Negative,0.28055555555555556,2881,0,2,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Babylon (babylonhealth)"
218,David,YourMrBumbles,11/03/2019,@DrMurphy11 @drphilhammond @GPatHand @MattHancock Did you get an option @babylonhealth to say if your Irish doppelgänger had previous surgery ie. appendectomy/appendicectomy? Any AI that doesn’t have previous surgery in history of Abdominal pain is going to be wrong frequently (adhesions after previous surgery).  @adahealth,-0.15,Negative,0.2833333333333334,2881,0,1,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Babylon (babylonhealth), Ada (adahealth)"
219,Matthew Lake,MatthewLake13,11/03/2019,"Affordable?!? Healthcare should be free ffs, no place anywhere for profiteering in healthcare!! 
#MedicareForAll https://t.co/q9kRCMzJS7",0.625,Neutral,0.8,455,0,0,
220,Pocahontas,hilaryprice777,11/03/2019,@aislinnmacklin @babylonhealth And fully endorsed by Matt Hancock.,0.0,Negative,0.0,390,1,1,"Aislinn M-D (aislinnmacklin), Babylon (babylonhealth)"
221,ben dean,bendean1979,11/03/2019,@cpeedell @babylonhealth I would add it's only a matter of time before Babylon crashes and burns. Clear evidence of management dysfunction and poor systems present.,-0.075,Negative,0.49583333333333335,5054,0,1,"Clive Peedell (cpeedell), Babylon (babylonhealth)"
222,WillyWhite,ooWillyWhite,11/03/2019,@kieran_walshe @HelenRSalisbury @babylonhealth It really warms the heart to see so many Doctors helping with minor bug fixes for the FUTURE of front line health care.,0.16249999999999998,Negative,0.25625,20,0,0,"Kieran Walshe (kieran_walshe), Dr Helen Salisbury (HelenRSalisbury), Babylon (babylonhealth)"
223,ben dean,bendean1979,11/03/2019,@cpeedell @babylonhealth Senior management and CEO to blame. It's likely staff are being bullied into compliance.,0.0,Negative,1.0,5054,2,3,"Clive Peedell (cpeedell), Babylon (babylonhealth)"
224,sh33p_purple,sh33p_purple,11/03/2019,@kieran_walshe @glynmoody @babylonhealth Not to mention all the information they collect on people.,0.0,Negative,0.0,229,0,0,"Kieran Walshe (kieran_walshe), Glyn Moody (glynmoody), Babylon (babylonhealth)"
225,Alia,Meenakumari999,11/03/2019,@cpeedell @babylonhealth Awful 😡😱🇬🇧👌🏾❤️.,-1.0,Negative,1.0,3515,0,0,"Clive Peedell (cpeedell), Babylon (babylonhealth)"
226,Andrew Langstaff,cowboycoder,11/03/2019,"@cpeedell @babylonhealth I hope they've employed higher quality medical staff than they clearly have software staff. At any point a diagnosis appears in it's set of possibilities, that is treatable by surgery, it should rule that out by asking about any previous history. Obvious.",0.036666666666666674,Negative,0.31,201,0,0,"Clive Peedell (cpeedell), Babylon (babylonhealth)"
227,Female Healthcare,Incostress,11/03/2019,@cpeedell @drphilhammond @babylonhealth I fully agree with you @cpeedell,0.0,Negative,0.0,1954,0,0,"Clive Peedell (cpeedell), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Clive Peedell (cpeedell)"
228,angusmb,angusmb,11/03/2019,@kieran_walshe @babylonhealth @DrMurphy11 Its all about the training data 😀 https://t.co/Yamki3nDqV,0.0,Negative,0.0,72,10,10,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
229,Clive Peedell,cpeedell,11/03/2019,"I don’t have a problem with doctors working with @babylonhealth to develop apps. I do have a problem with these doctors allowing a clinical diagnostics chatbot app to be used publicly, without publishing pilot evidence in a peer reviewed journal. They should ashamed of themselves https://t.co/KRgUQDhDXB",0.0,Negative,0.06666666666666667,32142,72,121,Babylon (babylonhealth)
230,Catherine Hunt,Catheri77148739,11/03/2019,"@aislinnmacklin @cathbooth @babylonhealth These are also symptoms of mesenteric adenitis !
If you dont have “rebound” pain on examination or arent tender over Mcburnies point it’s probably not appendicitis !",0.0,Negative,0.0,5310,0,3,"Aislinn M-D (aislinnmacklin), Cath Booth 🧜🏽‍♂️🔻💚✊🏽 (cathbooth), Babylon (babylonhealth)"
231,Aislinn M-D,aislinnmacklin,11/03/2019,I wonder how many £millions profit @babylonhealth are making annually off the back of giving totally inappropriate and dangerous advice to NHS patients? https://t.co/wk2KHFhZAv,-0.024999999999999994,Negative,0.5375,1956,21,16,Babylon (babylonhealth)
232,derek thrower,dthroat,11/03/2019,@kieran_walshe @drphilhammond @babylonhealth How could you doubt anything connected to him? https://t.co/1FOLiZ7Qtn,0.0,Negative,0.0,72,0,3,"Kieran Walshe (kieran_walshe), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth)"
233,Kieran Walshe,kieran_walshe,11/03/2019,"The @babylonhealth ""AI"" chatbot is beyond parody.  First it asks a 66 yr old lady with a breast lump whether she is still breastfeeding. Now it suggests to a 46 yr old man who had his appendix out as a child that his stomach ache might be appendicitis.  Laughable, but dangerous. https://t.co/93z9OfYOwt",-0.13,Negative,0.5266666666666666,5963,131,161,Babylon (babylonhealth)
234,Graham Rossiter,cookiesthekitty,11/03/2019,"@MaggiKaye @DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock Yippee :( I spent a life of repeated vicious ulceration on my tonsils, to the degree that they were a scarred and shrivelled disaster area by the time they were removed. No such problems since. I really don't miss those days. They'd best not grow back!",-0.09285714285714287,Negative,0.4428571428571429,557,0,0,"Maggi (MaggiKaye), Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
235,Teri,TeriOsteopath,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO Does using this app deregister patients from their GP?,0.0,Negative,0.0,435,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
236,TAcademic,taphc,10/03/2019,@meloncarrier @DrMurphy11 @babylonhealth Feel like that @babylonhealth Chatbot is a bit like Trump - it can spew all the crap it wants and our government @MattHancock  will still fund it (it makes me furious that our NHS is funding this atrocity that has complete disregard to patient safety!,-0.15833333333333335,Negative,0.43333333333333335,13,0,1,"Bex (meloncarrier), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon (babylonhealth), Matt Hancock (MattHancock)"
237,Lindsey Bell,whiterose_lady,10/03/2019,@DrMurphy11 @meloncarrier @drphilhammond @babylonhealth @GPatHand @MattHancock @adahealth So @babylonhealth didn't ask if the patients appendix had been removed?? If it didn't ask then you cant slag it off for suggesting appendicitis as a possible diagnosis. Now you've pointed it out I'm sure they'll adjust the algorithm to add that question.,0.25,Neutral,0.9444444444444444,98,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Ada (adahealth), Babylon (babylonhealth)"
238,Teri,TeriOsteopath,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO This one might be my favourite after osteoporosis of the breast,0.0,Negative,0.0,435,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
239,Dr Murphy,DrMurphy11,10/03/2019,"@meloncarrier @whiterose_lady @drphilhammond @babylonhealth @GPatHand @MattHancock Every good medical student will know, that knowledge of prior surgery, is very relevant to the assessment of abdominal pain.

Compared to @adahealth, the @babylonhealth chatbot triage is akin to that of a failing medical student. https://t.co/L1gOMkyTKo",0.244,Neutral,0.32,4083,3,2,"Bex (meloncarrier), Lindsey Bell (whiterose_lady), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Ada (adahealth), Babylon (babylonhealth)"
240,Maggi,MaggiKaye,10/03/2019,@cookiesthekitty @DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock Sometimes tonsils do regrow! Probably because the full tonsil wasn't removed in the first place,0.3,Neutral,0.44166666666666665,173,0,1,"Graham Rossiter (cookiesthekitty), Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
241,Bex,meloncarrier,10/03/2019,@whiterose_lady @DrMurphy11 @drphilhammond @babylonhealth @GPatHand @MattHancock Surely a triage/assessment for abdominal pain *should* ask about an intact appendix?,0.5,Neutral,0.8888888888888888,772,0,4,"Lindsey Bell (whiterose_lady), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
242,Lindsey Bell,whiterose_lady,10/03/2019,@DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock Did the chatbot specifically ask if the patient had already had his appendix removed in an earlier question?? I know AI is good but its not psychic!!,0.5,Neutral,0.55,98,0,0,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
243,sandy cann,sandycann2,10/03/2019,"@nav4879 @sigourneybeaver @babylonhealth I had my appendix removed at 5 yrs, pretty sure I never grew another one 😂",0.375,Neutral,0.9444444444444444,1170,0,2,"Navin Chandra (nav4879), (((Sigourney Beaver))) (sigourneybeaver), Babylon (babylonhealth)"
244,sandy cann,sandycann2,10/03/2019,@nav4879 @sigourneybeaver @babylonhealth 😱😱,0.0,Negative,0.0,1170,0,2,"Navin Chandra (nav4879), (((Sigourney Beaver))) (sigourneybeaver), Babylon (babylonhealth)"
245,Rod Kelly,rodkelly50,10/03/2019,@hollowornate @DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock Yeah it’s just US vs UK language I think,0.0,Negative,0.0,2354,0,2,"Hollow Ornate (hollowornate), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
246,Hollow Ornate,hollowornate,10/03/2019,"@DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock Are ""appendectomy"" and ""appendicectomy"" interchangeable?",0.0,Negative,0.0,736,0,0,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
247,Bex,meloncarrier,10/03/2019,@RobertDDyson @AndrewJFrizzell @DrMurphy11 @drphilhammond @babylonhealth @GPatHand @MattHancock And the Bot is saying it’s safe to use for exactly that purpose so...,0.375,Neutral,0.375,772,0,0,"Robert Dyson (RobertDDyson), 🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻 (AndrewJFrizzell), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
248,Robert Dyson,RobertDDyson,10/03/2019,@AndrewJFrizzell @DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock The health that the Chatbot is seeing to is the bank balance of its owner.,0.0,Negative,0.0,262,0,3,"🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻 (AndrewJFrizzell), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
249,🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻,AndrewJFrizzell,10/03/2019,@DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock I might be spouting some utter nonsense but I’m pretty certain I wouldn’t trust my health to a ‘Chatbot’. I could be wrong but I doubt it.,-0.008928571428571425,Negative,0.8678571428571428,370,0,2,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
250,Bex,meloncarrier,10/03/2019,@cericoulby @trishgreenhalgh @babylonhealth Oh I know - it was just for fun to see what it thought was wrong with me,-0.1,Negative,0.55,772,0,1,"Ceridwen Coulby (cericoulby), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
251,Neil,neilmo,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO Ah but did you know that the patient’s uncle is an expert in appendix reconstruction surgery?,0.0,Negative,0.0,118,0,1,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
252,Julia O'Dwyer,jrodwyer,10/03/2019,@richardARPANET @DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock something not quite right there,0.2857142857142857,Neutral,0.5357142857142857,2925,0,0,"Richard O'Dwyer (richardARPANET), Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
253,Jim Parsons,JPWP,10/03/2019,"Now, in 🇨🇦, brought you by @Telus @TELUSHealth Because why? Oh right “innovation”.

#DigitalHealth Chatbots job is to train #AI algorithms of entities that offer them WAY more than help people why type symptoms into keyboards

How did @GovCanHealth approve @babylonhealth ? 🧐 https://t.co/m50NegDuP8",0.39285714285714285,Neutral,0.5178571428571428,1264,1,3,"TELUS (TELUS), TELUS Health (TELUSHealth), GovCanHealth (GovCanHealth), Babylon (babylonhealth)"
254,Ceridwen Coulby,cericoulby,10/03/2019,"@meloncarrier @trishgreenhalgh @babylonhealth please don't use this app Bex, it's seriously dangerous",-0.6,Negative,0.9,115,0,1,"Bex (meloncarrier), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
255,Bob Gill,drbobgill,10/03/2019,As the @Conservatives engineer the mass closure of YOUR local GP surgeries it wants you to use DANGEROUS overhyped IT solutions like @babylonhealth run by former banker Ali Parsa who previously cashed up from the distrastrous privatisation of Hinchingbrooke hospital. https://t.co/f9p6mAfMEG,-0.11333333333333333,Negative,0.23333333333333334,5535,16,13,"Conservatives (Conservatives), Babylon (babylonhealth)"
256,Robert Dyson,RobertDDyson,10/03/2019,"@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock It is using AI and came across gluconeogenesis so it assumes there can be appendineogenesis especially as some people believe there can be parthenogenesis, and many animals regenerate limbs. AI is the future (let's keep it there).",0.16666666666666666,Negative,0.5416666666666666,262,1,2,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
257,Richard O'Dwyer,richardARPANET,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock @jrodwyer,0.0,Negative,0.0,522,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Julia O'Dwyer (jrodwyer)"
258,Pam oshanter,Pamos19,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock 😂,0.0,Negative,0.0,976,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
259,fiona floyd,FionaFloyd,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock 😱,0.0,Negative,0.0,545,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
260,Dr Murphy,DrMurphy11,10/03/2019,"The fundamental flaws in the @babylonhealth Online Chatbot Doctor are inexcusable.

If you fail to take an appropriate history, you won't provide appropriate advice.

#HealthTech #PatientSafety 
@MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO https://t.co/g3ZxDlixeC",0.16666666666666666,Negative,0.4333333333333333,4083,27,28,"Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
261,Navin Chandra,nav4879,10/03/2019,This chatbot of @babylonhealth is a laughing stock... https://t.co/gqErjdrj0W,0.0,Negative,0.0,799,13,17,Babylon (babylonhealth)
262,Alan Woodall #FBPE #Peoplesvote,DrAlanWoodall,10/03/2019,@Practice_Mngr @MattHancock @babylonhealth @DrMurphy11 For a minute I thought Babylon’s AI had misdiagnosised a fungal toenail infection.,0.0,Negative,0.0,837,0,1,"ThePracticeManager (Practice_Mngr), Matt Hancock (MattHancock), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
263,Lauren Jane Bailey,LaurenJaneBail2,10/03/2019,"He is a corrupt politician -listening to anything he says, apart from ‘I can rat on other corrupt politicians’ is bad for our health @babylonhealth https://t.co/nMRdKfRMcl",-0.45624999999999993,Negative,0.7604166666666666,37,0,0,Babylon (babylonhealth)
264,Graham Rossiter,cookiesthekitty,10/03/2019,@DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock I hope mine doesn't grow back after the many years of misery it caused me. Where will it all end? Regrown tonsils? Umbilical cord? The mind boggles.,0.25,Neutral,0.25,557,0,3,"Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
265,emery,emery_cowan,10/03/2019,This survey ranked my hometown of Hialeah as most Nationally Stressed based off tweets- if it were culturally competent it would know it’s because WERE ALL CUBAN AND THATS HOW WE ALWAYS ACT 😂 ⁦@babylonhealth⁩ #onlyinhialeah #cubansbelike https://t.co/ZI146rSUPO,0.5,Neutral,0.5833333333333333,414,0,0,Babylon (babylonhealth)
